GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,LISTED,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1004027,110001337875,2022,SOUTHERN ILLINOIS REGIONAL LANDFILL,1540 LANDFILL ROAD,DESOTO,IL,62924,JACKSON COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004056,110012625132,2022,LA PAZ COUNTY LANDFILL,"26999 HWY 95, MILEPOST 128",PARKER,AZ,85344,LA PAZ COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004093,,2022,LAKE HAVASU LANDFILL,3251 E CHENOWETH DRIVE,LAKE HAVASU CITY,AZ,86404,MOHAVE,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004123,110066385520,2022,SONOMA COUNTY CENTRAL DISPOSAL SITE,500 MECHAM ROAD,PETALUMA,CA,94952,SONOMA COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004240,110012150313,2022,SOUTHWEST REGIONAL LANDFILL,24427 SOUTH HWY 85,BUCKEYE,AZ,85326,MARICOPA COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004309,110041014648,2022,FOREST VIEW LANDFILL,4800 KAW DRIVE,KANSAS CITY,KS,66102,WYANDOTTE COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004310,110010303386,2022,LYON DEVELOPMENT LF,5380  S MILFORD ROAD,NEW HUDSON,MI,48165,OAKLAND COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004313,110012055060,2022,Worthington Landfill,8226 N 500 W,WORTHINGTON,IN,47471,GREENE COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004351,110071160138,2022,WASATCH REGIONAL LANDFILL,8833 ROWLEY ROAD,North Skull Valley,UT,84029,TOOELE COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004352,110063272211,2022,APEX REGIONAL LANDFILL,13550 US HIGHWAY 93 NORTH,LAS VEGAS,NV,89165,CLARK COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004354,110006263248,2022,BIGFOOT RUN LANDFILL,2420 E MASON MORROW RD,MORROW,OH,45152,WARREN COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004355,110042557890,2022,BUTLER COUNTY LANDFILL,6038 HIGHWAY T,POPLAR BLUFF,MO,63902,BUTLER COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004474,110043797344,2022,Troy Area Landfill,N. 7617 Highway 120,East Troy,WI,53120,WALWORTH COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004476,110063648487,2022,Sycamore Ridge Landfill/Victory Landfill,5261 East Cottom Road,Pimento,IN,47866,VIGO COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004483,110008986810,2022,GREEN VALLEY LANDFILL,100 ADDINGTON RD,ASHLAND,KY,41102,GREENUP COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004484,110009425103,2022,OTTAWA COUNTY LANDFILL,530 NORTH CAMP ROAD,PORT CLINTON,OH,43452,OTTAWA COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004485,110041033164,2022,UNION COUNTY REGIONAL MSW LANDFILL,898 WILDCAT RD,ENOREE,SC,29335,UNION COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004486,110034152057,2022,VIENNA JUNCTION LANDFILL,6233 HAGMAN ROAD,ERIE,MI,48133,MONROE COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004487,110013947435,2022,RICHLAND CREEK ROAD LANDFILL,5691 SOUTH RICHLAND CREEK ROAD,BUFORD,GA,30518,GWINNETT COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004557,110002000931,2022,PLAINVILLE LANDFILL,14 BELCHER STREET,PLAINVILLE,MA,02762,NORFOLK COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004558,110071162375,2022,WILLOWCREEK LANDFILL,1043 ST RTE 225,ATWATER,OH,44201,PORTAGE COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004559,110007357109,2022,HICKORY RIDGE LANDFILL,3330 MORELAND AVE.,CONLEY,GA,30288,DEKALB COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004561,110002456850,2022,FORT WORTH REGIONAL LANDFILL,2100 MINNIS DR # A,FORT WORTH,TX,76117,TARRANT COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004646,110030493428,2022,Trinity Oaks Landfill,11340 C.F. Hawn FWY,Dallas,TX,75253,DALLAS COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004750,110071160432,2022,Cedar Trails Class III,2500 State Road 60 West,Bartow,FL,33830,POLK COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004772,110071160085,2022,NIAGARA FALLS LANDFILL,5600 NIAGARA FALLS BOULEVARD,NIAGARA FALLS,NY,14304,NIAGARA COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004831,110009853532,2022,UWHARRIE ENVIRONMENTAL,500 LANDFILL ROAD,MOUNT GILEAD,NC,27306,MONTGOMERY COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004976,110028027873,2022,Citizens Disposal Landfill,2361 W Grand Blanc Rd,Grand Blanc,MI,48439,GENESEE COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1004980,110070692044,2022,Mohave Valley Landfill,3999 EL RODEO RD,FORT MOHAVE,AZ,86426,MOHAVE COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1005730,110027232830,2022,Stillwater Sanitary Landfill,1717 E YOST  RD,STILLWATER,OK,74075,PAYNE COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1005891,110033518076,2022,BLUE RIDGE LANDFILL,2200 FM 521,FRESNO,TX,77545,FORT BEND COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1005892,110001427304,2022,Broadhurst Environmental Landfill,4800 Broadhurst Road West,Screven,GA,31560,WAYNE COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1005893,110013959458,2022,C & T REGIONAL LANDFILL,"4MI. W OF 281 ON HIGHWAY 1017,",LINN,TX,78563,HIDALGO COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1005894,110024869445,2022,GALVESTON COUNTY LANDFILL,3935 AVENUE A,ALTA LOMA,TX,77510,GALVESTON COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1005898,110034187038,2022,Modelfill Landfill,3817 MABELVALE PIKE,LITTLE ROCK,AR,72209,PULASKI COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1005900,110031220042,2022,RIO GRANDE VALLEY LANDFILL,493 East Mile 12 N,DONNA,TX,78537,HIDALGO COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006044,110013919359,2022,TOWER LANDFILL INC,8480 TOWER ROAD,COMMERCE CITY,CO,80022,ADAMS COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006135,110013980558,2022,WEBSTER PARISH LANDFILL,493 LANDFILL RD,MINDEN,LA,71055,WEBSTER PARISH,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006179,110006533117,2022,NEWBY ISLAND LANDFILL,1601 DIXON LANDING ROAD,MILPITAS,CA,95035,SANTA CLARA COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006182,110009935883,2022,VALLEY VIEW LANDFILL,9120 SULPHUR ROAD,SULPHUR,KY,40070,TRIMBLE COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006197,110001167745,2022,ALLIED IMPERIAL LANDFILL,104 EAST ROBINSON ROAD,IMPERIAL,CA,92251,IMPERIAL COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006201,110040893245,2022,CACTUS LANDFILL,22481 E DEEP WELL RANCH,ELOY,AZ,85231,PINAL COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006223,110060394933,2022,BIG RIVER LANDFILL,52 LANDFILL ROAD,LELAND,MS,38756,WASHINGTON COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006252,110001907866,2022,OLD DOMINION LANDFILL,2001 CHARLES CITY RD,RICHMOND,VA,23231,RICHMOND CITY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006285,110070431605,2022,Quad Cities Landfill Phase 1&2/3,13606 KNOXVILLE RD,MILAN,IL,61264,ROCK ISLAND COUNTY,1,TARGA RESOURCES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006289,110009377897,2022,CONGRESS DEVELOPMENT CO LANDFILL,4100 W FRONTAGE RD,HILLSIDE,IL,60162,COOK COUNTY,1,TARGET CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006300,110001911851,2022,KING AND QUEEN LANDFILL,1000 IRIS RD,LITTLE PLYMOUTH,VA,23091,KING AND QUEEN COUNTY,1,TESLA INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006302,110002221989,2022,LITTLE DIXIE LANDFILL,1716 NORTH COUNTY LINE ROAD,RIDGELAND,MS,39157,MADISON COUNTY,1,TEXTRON INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006303,110013961383,2022,NORTH SHELBY LANDFILL,7111 MILLINGTON ROAD,MILLINGTON,TN,38053,SHELBY COUNTY,1,TEXTRON INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006304,110010431844,2022,SAND VALLEY LANDFILL,3345 COUNTY ROAD 209,COLLINSVILLE,AL,35961,DEKALB COUNTY,1,THE AES CORP,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006348,110020580771,2022,COLES COUNTY LANDFILL,6351 W STATE ST,CHARLESTON,IL,61920,COLES COUNTY,1,THE ANDERSONS INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006513,110063666938,2022,SALINE COUNTY REGIONAL WASTE MGMT DISTRICT LANDFILL,1851 W SARDIS RD,BAUXITE,AR,72011,SALINE COUNTY,1,THE ANDERSONS INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006545,110033728330,2022,IESI Hardin County Landfill,2525 FM 770,Kountze,TX,77625,HARDIN COUNTY,1,THE ANDERSONS INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006661,110001389934,2022,BOULDER LANDFILL,1600 SOUTH 66TH STREET,BOULDER,CO,80303,BOULDER COUNTY,1,THE ANDERSONS INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006746,110071160221,2022,Sinton Landfill,,Sinton,TX,78387,SAN PATRICIO COUNTY,1,THE ANDERSONS INC,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006747,110002371870,2022,SUNSET FARMS LANDFILL,9912 GILES RD,AUSTIN,TX,78754,TRAVIS COUNTY,1,THE BOEING CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006758,110071160976,2022,FOOTHILLS LANDFILL,8900 93 HWY,GOLDEN,CO,80403,JEFFERSON COUNTY,1,THE BOEING CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006766,110011049123,2022,MONTANA WASTE SYSTEMS - HIGHPLAINS SANITARY LANDFILL,142 POWERLINE ROAD,FLOWEREE,MT,59440,CASCADE COUNTY,1,THE BOEING CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006899,110031505823,2022,MCCARTY ROAD LANDFILL TX,5757 OATES RD,HOUSTON,TX,77078,HARRIS COUNTY,1,THE BOEING CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006990,110022477835,2022,CENTRAL SANITARY LANDFILL,21545 CANNONSVILLE RD,PIERSON,MI,49339,MONTCALM COUNTY,1,THE CHEMOURS CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1006993,110001996948,2022,WABASH VALLEY LANDFILL,316 SPRING VALLEY ROAD,WABASH,IN,46992,WABASH COUNTY,1,THE CHEMOURS CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007015,110066177130,2022,Chateau Fresno Landfill,8662 West Muscat,Fresno,CA,93706,FRESNO COUNTY,1,THE CHEMOURS CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007023,110013889248,2022,LEMONS EAST SANITARY LANDFILL/LEMONS WEST LF,15250 OLD BLOOMFIELD ROAD,DEXTER,MO,63841,STODDARD COUNTY,1,THE CHEMOURS CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007024,110001963117,2022,COUNTY LINE LANDFILL,7922 NORTH OLD US HWY 31,ARGOS,IN,46501,FULTON COUNTY,1,THE CHEMOURS CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007026,110011091745,2022,BRIDGETON LANDFILL,13570 SAINT CHARLES ROCK ROAD,BRIDGETON,MO,63044,ST. LOUIS COUNTY,1,THE CHEMOURS CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007027,110041099076,2022,OTTAWA COUNTY FARMS LANDFILL,15550  68TH AVE.,COOPERSVILLE,MI,49404,OTTAWA COUNTY,1,THE CHEMOURS CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007028,110060544102,2022,MANISTEE COUNTY LANDFILL,3890 CAMP ROAD,MANISTEE,MI,49660,MANISTEE COUNTY,1,THE CHEMOURS CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007040,110009544671,2022,VASCO ROAD LANDFILL,4001 N VASCO RD,LIVERMORE,CA,94550,ALAMEDA COUNTY,1,THE CHEMOURS CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007044,110034168512,2022,Foothills Environmental,2800 Cheraw Road,Lenoir,NC,28645,CALDWELL COUNTY,1,THE CHEMOURS CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007054,110071161152,2022,COFFIN BUTTE LANDFILL,28972 COFFIN BUTTE ROAD,CORVALLIS,OR,97330,BENTON COUNTY,1,THE GOODYEAR TIRE & RUBBER CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007060,110017998470,2022,Show-Me Regional Landfill,230 SE 421 Rd,Warrensburg,MO,64093,JOHNSON COUNTY,1,THE GOODYEAR TIRE & RUBBER CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007061,110071160825,2022,WAYNE COUNTY LANDFILL,,FAIRFIELD,IL,62837,WAYNE COUNTY,1,THE GOODYEAR TIRE & RUBBER CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007062,110001864475,2022,NORTHWEST TENNESSEE LANDFILL,518 BEECH CHAPEL ROAD,UNION CITY,TN,38261,OBION COUNTY,1,THE GOODYEAR TIRE & RUBBER CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007112,110005972965,2022,Ox Mountain Sanitary Landfill,12310 SAN MATEO ROAD,HALF MOON BAY,CA,94019,SAN MATEO COUNTY,1,THE GOODYEAR TIRE & RUBBER CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007274,110002436114,2022,TIMBERLANDS LANDFILL,22800 HIGHWAY 41,BREWTON,AL,36426,ESCAMBIA COUNTY,1,THE GOODYEAR TIRE & RUBBER CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007357,110071161402,2022,Abilene Regional Landfill,,Abilene,TX,79601,JONES COUNTY,1,THE GOODYEAR TIRE & RUBBER CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007440,110043787239,2022,Matlock Bend Landfill,21712 Highway 72 North,Loudon,TN,37774,LOUDON COUNTY,1,THE GOODYEAR TIRE & RUBBER CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007520,110001368831,2022,NATIONAL SERV-ALL LANDFILL,6231 MACBETH RD,FORT WAYNE,IN,46809,ALLEN COUNTY,1,THE MOSAIC CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007521,110009595367,2022,Carleton Farms Landfill,28800 CLARK RD,SUMPTER TWP,MI,48164,WAYNE COUNTY,1,THE MOSAIC CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007550,110028031546,2022,HALIFAX LANDFILL,27 LAUREL STREET,HALIFAX,MA,02338,PLYMOUTH COUNTY,1,THE MOSAIC CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007631,110063648799,2022,COURTNEY RIDGE LANDFILL,2001 N COURTNEY ROAD,SUGAR CREEK,MO,64058,JACKSON COUNTY,1,THE MOSAIC CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007632,110043809983,2022,PRAIRIE VIEW REGIONAL WASTE FACILITY/LAMAR,"16 East State Highway, Dd",LAMAR,MO,64759,BARTON COUNTY,1,THE MOSAIC CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007633,110063988957,2022,MALLARD LAKE LANDFILL,26 W 580 SCHICK RD,HANOVER PARK,IL,60133,DUPAGE COUNTY,1,THE MOSAIC CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007680,110070435372,2022,BRUNSWICK WASTE MANAGEMENT FACILITY,107 MALLARD CROSSING ROAD,LAWRENCEVILLE,VA,23868,BRUNSWICK COUNTY,1,THE MOSAIC CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007700,110001391690,2022,Denver Regional North Landfill,1441 Weld County Rd 6,Erie,CO,80516,WELD COUNTY,1,THE MOSAIC CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007701,110014060504,2022,ENVIRONTECH LANDFILL,1800 ASHLEY ROAD,MORRIS,IL,60450,GRUNDY COUNTY,1,THE PROCTER & GAMBLE CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007711,110001864466,2022,Jackson Madison County LF,550 Aaron Long Road,Jackson,TN,38301,MADISON COUNTY,1,THE PROCTER & GAMBLE CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007802,110060903624,2022,City of Victoria Landfill,18545 FM 1686,Bloomington,TX,77951,VICTORIA COUNTY,1,THE PROCTER & GAMBLE CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007808,110017485407,2022,Resource Recovery LF,4237 COUNTY RD 5300,CHERRYVALE,KS,67335,MONTGOMERY COUNTY,1,THE PROCTER & GAMBLE CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007810,110043793598,2022,SUMNER LANDFILL,,SUMNER,IL,62466,LAWRENCE COUNTY,1,THE PROCTER & GAMBLE CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007888,110013701084,2022,Swift Creek Environmental Landfill,4200 Davis Road,Macon,GA,31211,BIBB COUNTY,1,THE PROCTER & GAMBLE CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007925,110006662307,2022,GREENRIDGE RECLAMATION Landfill,234 LANDFILL RD,SCOTTDALE,PA,15683,WESTMORELAND COUNTY,1,THE PROCTER & GAMBLE CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007944,110000911960,2022,ECDC ENVIRONMENTAL,1111 WEST HIGHWAY 123,EAST CARBON,UT,84520,CARBON COUNTY,1,THE PROCTER & GAMBLE CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007963,110041015120,2022,COPPER MOUNTAIN LANDFILL,34853 E COUNTY 12TH ST.,WELLTON,AZ,85356,YUMA COUNTY,1,THE PROCTER & GAMBLE CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007969,110020689450,2022,LORAIN COUNTY LANDFILL I & II,43502 OBERLIN-ELYRIA ROAD,OBERLIN,OH,44074,LORAIN COUNTY,1,THE PROCTER & GAMBLE CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007975,110034158685,2022,COUNTY ENVIRONMENTAL LANDFILL OF CLARION,344 WALLEY RUN DRIVE,LEEPER,PA,16233,CLARION COUNTY,1,THE SOUTHERN CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1007984,110037601217,2022,UPPER PIEDMONT REGIONAL LANDFILL,9650 OXFORD ROAD,ROUGEMONT,NC,27572,PERSON COUNTY,1,THE SOUTHERN CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1008003,110009429877,2022,COUNTYWIDE RECYCLING & DISPOSAL FACILITY,3619 GRACEMONT STREET SW,EAST SPARTA,OH,44626,STARK COUNTY,1,THE SOUTHERN CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1008004,110004665540,2022,Celina Landfill,6141 Depweg Road,Celina,OH,45822,MERCER COUNTY,1,THE SOUTHERN CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1008030,110000832243,2022,OTAY LANDFILL,1700 MAXWELL ROAD,CHULA VISTA,CA,91911,SAN DIEGO COUNTY,1,THE SOUTHERN CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1012903,110070209438,2022,La Gloria Ranch Landfill,23485 N. Moorefield Road,Edinburg,TX,78541,HIDALGO COUNTY,1,THE SOUTHERN CO,18500 N. ALLIED WAY,PHOENIX,AZ,85054,100,562212
1000077,110071161619,2022,"REPUBLIC STEEL, LACKAWANNA",S3049 LAKESHORE RD.,BLASDELL,NY,14219,ERIE COUNTY,1,THE SOUTHERN CO,2633 Eighth St Ne,Canton,OH,44704,100,331110
1003799,110070273127,2022,Republic Steel - Canton Plant,2633 EIGHTH STREET NE,CANTON,OH,44704,STARK COUNTY,1,THE SOUTHERN CO,2633 Eighth St Ne,Canton,OH,44704,100,331110
1014653,110071397157,2022,Resers Fine Foods Inc,5526 N Capitol Ave,Pasco,WA,99301,FRANKLIN COUNTY,1,THE SOUTHERN CO,P.O. Box,Beaverton,OR,97075,100,311991
1010034,110000410724,2022,Great Lakes Castings LLC,800 N. Washignton Ave.,Ludington,MI,49431,MASON COUNTY,1,THE SOUTHERN CO,800 N. Washington,Ludington,MI,49431,100,331511
1000305,110056955166,2022,Resolute Forest Product - Coosa Pines Operation,17589 PLANT ROAD,COOSA PINES,AL,35044,Talladega,1,THE SOUTHERN CO,5300 Cureton Ferry Road,Catawba,SC,29704,100,322110
1000311,110056955157,2022,Resolute Forest Products Calhoun Operation,5020 HWY 11 SOUTH,CALHOUN,TN,37309,Mcminn,1,THE SOUTHERN CO,5020 Hwy 11 South,Calhoun,TN,37309,100,322120
1002251,110000727697,2022,"Big Escambia Creek Gas Production, Treating and Processing Facility (BEC)",3888 Sardis Church Road,Atmore,AL,36502,ESCAMBIA COUNTY,1,THE SOUTHERN CO,601 Corporate Cir,Golden,CO,80401,2.2,211130
1011259,110000325862,2022,"Revere Copper Products, Inc.",One Revere Park,Rome,NY,13440,ONEIDA COUNTY,1,THE SOUTHERN CO,One Revere Park,Rome,NY,13440-5561,100,331420
1008013,110000330632,2022,Ebensburg Power Company,2840 New Germany Road,Ebensburg,PA,15931,Cambria,1,THE SOUTHERN CO,1501 Ligonier Street,Latrobe,PA,15650,0.5,221112
1004765,110070240675,2022,NUGEN ENERGY LLC,27283 447TH AVE.,MARION,SD,57043,TURNER COUNTY,1,THE SOUTHERN CO,2875 Needmore Road,Dayton,OH,45414,100,325193
1002356,110039176030,2022,ONE EARTH ENERGY LLC,202 N JORDAN DR,GIBSON CITY,IL,60936,FORD COUNTY,1,THE SOUTHERN CO,202 N. Jordan Drive,Gibson City,IL,60936,100,325193
1001073,110071162468,2022,R. J. REYNOLDS TOBACCO CO. WHITAKER PARK,4040 REYNOLDS COURT,WINSTON SALEM,NC,27105,FORSYTH COUNTY,1,THE SOUTHERN CO,401 North Main St.,Winston-Salem,NC,27101,100,312230
1001588,110000597738,2022,"REYNOLDS FOIL, INC.",1333 HIGHWAY 270,MALVERN,AR,72104,HOT SPRING COUNTY,1,THE SOUTHERN CO,1900 W Field Court,Lake Forest,IL,60045,100,331315
1003501,110000450878,2022,EVERGREEN PACKAGING-PINE BLUFF,5201 FAIRFIELD ROAD,PINE BLUFF,AR,71601,JEFFERSON COUNTY,1,THE SOUTHERN CO,1900 W Field Court,Lake Forest,IL,60045,100,
1002797,110071161396,2022,ROANOKE GAS COMPANY,519 KIMBALL AVENUE,ROANOKE,VA,24016,ROANOKE CITY,1,THE SOUTHERN CO,519 Kimball Ave,Roanoke,VA,24016,100,221210
1006283,110041234161,2022,RHODE ISLAND Resource Recovery Corporation,65 SHUN PIKE,JOHNSTON,RI,02919,PROVIDENCE COUNTY,1,THE SOUTHERN CO,65 Shun Pike,Johnston,RI,02919,100,562212
1002894,110000743535,2022,RICELAND FOODS INC - SOY DIVISION,1200 NORTH PARK AVENUE,STUTTGART,AR,72160,ARKANSAS COUNTY,1,THE SOUTHERN CO,709 East 22Nd,Stuttgart,AR,72160,100,311224
1013586,110070692578,2022,"Riceland Foods, Inc. - Jonesboro Division",216 N. Gee Street,Jonesboro,AR,72401,CRAIGHEAD COUNTY,1,THE SOUTHERN CO,709 East 22Nd,Stuttgart,AR,72160,100,311212
1010420,110002701238,2022,Rangely CO2 Flood,,Rangely,CO,81648,CONTRA COSTA COUNTY,1,THE SOUTHERN CO,"8441 Se 68Th St, Pmb 232",Mercer Island,WA,98040-0000,0,211130
